Time (sec), Vehicle speed (MPH), Instant fuel economy (MPG), Fuel rate (gal/hr), Input voltage read by the scan tool (V), Engine Power (hp), Trip Distance (miles), Trip Fuel (gal), Trip Duration (min), Seconds Idling (sec), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Intake air temperature (°F), Absolute throttle position (%), O2 voltage (Bank 1  Sensor 1) (V), O2 voltage (Bank 1  Sensor 2) (V),, Mass air flow rate (lb/min), Boost (psi), Acceleration (ft/s²), Engine Torque (lb•ft), GPS Speed (MPH)
1088.67,66.48672,31.78353,2.091861,14,28.68173,13.50205,0.3400745,18.62481,0,100,192.2,28.6442,1808,42.8,44.31372,0.43,0.625,,3.147979,-0.1450377,-0.6885361,83.31841,66.94327
1089.671,66.48672,31.88901,2.084941,14.1,28.58686,13.51437,0.3404618,18.63884,0,100,192.2,28.6442,1818,42.8,43.92157,0.155,0.625,,3.137567,-0.1450377,-2.64E-15,82.58605,66.86062
1090.67,67.10809,32.00999,2.096473,14.1,28.74498,13.53351,0.3410723,18.65395,0,100,192.2,28.6442,1814,42.8,43.13726,0.665,0.625,,3.15492,-0.1450377,0.4438567,83.22594,67.06193
1091.669,66.48672,31.74853,2.094167,14,28.71335,13.56152,0.3419372,18.67877,0,100,192.2,28.6442,1816,42.8,41.96078,0.76,0.645,,3.15145,-0.1450377,-0.5813224,83.04283,66.69051
1092.667,66.48672,31.74853,2.094167,14.1,28.71335,13.57468,0.3423714,18.69422,0,100,192.2,28.6442,1812,42.8,41.56863,0.745,0.625,,3.15145,-0.1450377,-0.5813224,83.22615,66.50349
1093.67,66.48672,31.81861,2.089554,14.1,28.65011,13.59474,0.3429984,18.70886,0,100,192.2,28.6442,1813,42.8,41.56863,0.215,0.625,,3.144508,-0.1450377,-2.64E-15,82.99702,66.58331
1094.672,67.10809,32.09827,2.090707,14.1,28.66592,13.60867,0.3434151,18.72115,0,100,192.2,28.6442,1807,42.8,41.56863,0.645,0.625,,3.146244,-0.1450377,0.6097979,83.31857,66.75922
1095.666,67.10809,32.20485,2.083788,14.1,28.57105,13.6225,0.3438784,18.73488,0,100,192.2,28.6442,1813,42.8,41.56863,0.745,0.645,,3.135831,-0.1450377,0.6097979,82.76801,66.92763
1096.674,67.10809,32.09827,2.090707,14,28.66592,13.63775,0.3443425,18.75033,0,87.84314,195.8,28.6442,1826,42.8,26.27451,0.8,0.645,,3.146244,-0.1450377,-2.64E-15,82.45161,66.85717
1097.674,67.10809,36.12416,1.857706,14,25.47122,13.67297,0.3453128,18.77949,0,81.56863,195.8,25.39589,1819,42.8,24.31373,0.705,0.685,,2.795607,-1.740453,-2.64E-15,73.54465,66.82899
1098.666,67.10809,36.9436,1.816501,14,24.90625,13.6873,0.3457416,18.79386,0,74.11765,195.8,24.80528,1829,42.8,23.52941,0.235,0.685,,2.733599,-2.030528,-2.64E-15,71.5202,66.76857
1099.672,67.10809,35.47466,1.891719,14,25.93757,13.70369,0.3461598,18.80613,0,74.90196,195.8,25.69119,1824,42.8,23.52941,0.095,0.705,,2.846792,-1.595415,-2.64E-15,74.68589,66.79313
1100.671,67.10809,35.5719,1.886548,14,25.86666,13.71905,0.3465928,18.81948,0,77.64706,195.8,25.69119,1817,42.8,24.31373,0.665,0.705,,2.83901,-1.595415,-2.64E-15,74.76865,66.81183
1101.67,67.10809,34.42392,1.949461,14.1,26.72928,13.74663,0.3473841,18.84573,0,88.23529,195.8,26.57709,1827,42.8,26.27451,0.745,0.705,,2.933686,-1.160302,-2.64E-15,76.83919,66.92149
1102.674,67.10809,34.71544,1.933091,14.1,26.50482,13.76212,0.3478373,18.86012,0,88.62745,195.8,26.28179,1824,42.8,25.4902,0.745,0.705,,2.909051,-1.30534,-2.64E-15,76.31926,67.12466
1103.671,67.10809,34.77253,1.929917,14.1,26.4613,13.77941,0.348328,18.87175,0,85.88235,195.8,26.28179,1823,42.8,25.4902,0.705,0.705,,2.904274,-1.30534,-2.64E-15,76.23573,67.26949
1104.67,67.10809,34.97592,1.918694,14,26.30742,13.80569,0.3490967,18.89811,0,80.78432,195.8,25.98649,1833,42.8,24.70588,0.725,0.705,,2.887386,-1.450377,-2.64E-15,75.37893,67.39522
1105.656,67.72946,35.31903,1.917648,14.1,26.29308,13.81992,0.3494867,18.91141,0,82.74509,195.8,25.98649,1840,42.8,25.4902,0.665,0.705,,2.885811,-1.450377,0.6026887,75.05122,67.49549
1106.668,67.72946,34.78933,1.946846,14.1,26.69342,13.83758,0.3500049,18.92575,0,86.66666,195.8,26.28179,1830,42.8,25.4902,0.725,0.685,,2.92975,-1.30534,0.6026887,76.6103,67.74093
1107.669,67.72946,35.37693,1.914509,14,26.25005,13.8523,0.3504096,18.93978,0,78.82353,195.8,25.98649,1843,42.8,24.31373,0.76,0.685,,2.881088,-1.450377,-2.64E-15,74.80641,67.99858
1108.673,67.72946,35.47341,1.909302,14.1,26.17865,13.8787,0.3511673,18.96395,0,72.94118,195.8,25.69119,1847,42.8,23.52941,0.745,0.685,,2.873252,-1.595415,-2.64E-15,74.44139,67.9504
1109.667,67.72946,35.05132,1.932294,14.1,26.4939,13.89748,0.3517011,18.98152,0,75.29412,195.8,25.98649,1848,42.8,24.31373,0.705,0.685,,2.907852,-1.450377,-2.64E-15,75.29706,67.94389
1110.666,68.35083,35.35375,1.93334,14.1,26.50825,13.91462,0.3521667,18.99384,0,76.47059,195.8,25.98649,1851,42.8,24.31373,0.745,0.685,,2.909427,-1.450377,0.5048381,75.21572,67.87581
1111.671,68.35083,35.29645,1.936479,14.1,26.55128,13.92819,0.3525527,19.00639,0,74.90196,195.8,25.98649,1849,42.8,24.31373,0.78,0.685,,2.91415,-1.450377,0.5048381,75.41932,67.83755
1112.665,68.35083,35.33463,1.934387,14,26.52259,13.94308,0.3530032,19.0239,0,63.13726,192.2,25.98649,1856,42.8,21.17647,0.76,0.685,,2.911001,-1.450377,-2.64E-15,75.05369,67.89625
1113.664,67.72946,34.48943,1.963775,14,26.92553,13.96563,0.3536265,19.03895,0,58.82353,192.2,26.28179,1846,42.8,22.7451,0.41,0.685,,2.955226,-1.30534,-0.3802444,76.60669,67.52829
1114.67,67.72946,34.32816,1.973,14.1,27.05202,13.99393,0.3544661,19.06423,0,69.41177,192.2,26.57709,1838,42.8,24.70588,0.095,0.665,,2.96911,-1.160302,-2.64E-15,77.30157,67.50223
1115.666,67.72946,34.82719,1.94473,14.1,26.6644,14.00741,0.3548372,19.07964,0,72.15686,192.2,26.28179,1836,42.8,24.31373,0.27,0.665,,2.926566,-1.30534,-2.64E-15,76.27694,67.45007
1116.666,67.72946,34.47773,1.96444,14.1,26.93466,14.02813,0.3554454,19.09543,0,76.86275,192.2,26.57709,1842,42.8,25.4902,0.095,0.685,,2.956228,-1.160302,-2.64E-15,76.79907,67.57987
1117.664,67.72946,34.36543,1.97086,14.1,27.02268,14.04437,0.3559144,19.10878,0,84.70588,192.2,26.57709,1845,42.8,26.66667,0.725,0.685,,2.965889,-1.160302,-2.64E-15,76.92477,67.78738
1118.67,67.72946,33.93252,1.996004,14.1,27.36744,14.05772,0.3563006,19.11931,0,90.58823,192.2,26.87239,1841,42.8,27.45098,0.43,0.685,,3.003728,-1.015264,-2.64E-15,78.07543,67.98275
1119.662,68.35083,34.43766,1.98477,14.1,27.2134,14.09025,0.3572603,19.14811,0,91.37255,192.2,26.57709,1858,42.8,27.45098,0.685,0.665,,2.986821,-1.160302,0.6614242,76.92564,68.00339
1120.672,68.35083,34.00423,2.010068,14.1,27.56027,14.10346,0.3576548,19.16214,0,93.33334,192.2,26.87239,1871,42.8,27.84314,0.76,0.685,,3.024892,-1.015264,-2.64E-15,77.36486,68.31926
1121.668,68.97221,34.07495,2.024132,14.1,27.7531,14.11987,0.35813,19.17583,0,93.33334,192.2,26.87239,1851,42.8,28.23529,0.76,0.685,,3.046057,-1.015264,0.5320868,78.74793,68.4781
1122.673,68.97221,34.44313,2.002495,14.1,27.45644,14.13403,0.3585493,19.18948,0,92.54902,192.2,26.87239,1872,42.8,28.23529,0.76,0.685,,3.013496,-1.015264,0.5320868,77.03221,68.82989
1123.671,68.97221,34.82207,1.980704,14.1,27.15765,14.15332,0.3590859,19.20319,0,82.35294,192.2,26.28179,1883,42.8,25.88235,0.195,0.665,,2.980703,-1.30534,-2.64E-15,75.74883,69.15484
1124.671,69.59357,34.12658,2.039278,14.1,27.96077,14.18175,0.3599168,19.22844,0,86.66666,192.2,26.87239,1888,42.8,28.23529,0.45,0.665,,3.068849,-1.015264,0.5662673,77.78237,69.41789
1125.671,69.59357,34.07235,2.042524,14.1,28.00527,14.19489,0.3602946,19.24322,0,89.80392,192.2,26.87239,1893,42.8,28.23529,0.095,0.665,,3.073733,-1.015264,0.5662673,77.70039,69.67467
1126.67,69.59357,33.61298,2.070437,14.1,28.388,14.21512,0.3609141,19.25621,0,91.37255,192.2,27.16769,1901,42.8,28.62745,0.725,0.665,,3.11574,-0.8702264,-2.64E-15,78.43082,69.83253
1127.672,70.21494,34.12353,2.057669,14.1,28.21293,14.24284,0.3617089,19.2801,0,90.98039,192.2,26.87239,1912,42.8,28.62745,0.585,0.665,,3.096526,-1.015264,0.6666473,77.4987,70.09654
1128.671,70.21494,34.12353,2.057669,14.1,28.21293,14.24284,0.3617089,19.2801,0,90.98039,192.2,26.87239,1912,42.8,28.62745,0.585,0.665,,3.096526,-1.015264,0.6666473,77.4987,70.23795
1129.67,70.21494,33.94506,2.068488,14,28.36127,14.25571,0.3621275,19.30117,0,91.37255,194,26.87239,1911,42.8,29.01961,0.155,0.665,,3.112806,-1.015264,-2.64E-15,77.94693,70.56485
1130.678,70.21494,38.45162,1.826059,14,25.0373,14.29983,0.363307,19.33098,0,51.37255,194,23.62408,1913,42.8,20.78431,0.685,0.645,,2.747983,-2.610679,-0.1973157,68.73955,70.4788
1131.67,70.21494,35.08393,2.001342,14,27.44062,14.31666,0.3637665,19.34289,0,56.07843,194,25.98649,1909,42.8,21.96078,0.705,0.645,,3.01176,-1.450377,-0.5265155,75.49568,70.2144
1132.664,70.21494,35.97506,1.951767,14.1,26.7609,14.32936,0.364121,19.35833,0,46.66667,194,25.39589,1925,42.8,19.60784,0.76,0.665,,2.937157,-1.740453,-2.64E-15,73.01365,69.82249
1133.669,69.59357,43.44268,1.601963,14.1,21.96469,14.34947,0.3646082,19.37098,0,42.7451,194,20.67107,2003,42.8,17.2549,0.45,0.665,,2.410747,-4.061057,-0.43814,57.59413,69.26399
1134.688,68.97221,31.4793,2.191034,14,30.0415,14.37825,0.3654327,19.39729,0,59.60784,194,28.05359,1902,42.8,27.84314,0.41,0.665,,3.297221,-0.4351132,-0.6482003,82.95551,68.96215
1135.683,68.97221,34.27282,2.012446,14,27.59287,14.39259,0.3658333,19.41126,0,45.09804,194,26.28179,1866,42.8,20.78431,0.115,0.645,,3.02847,-1.30534,-2.64E-15,77.66392,68.92858
1136.773,68.35083,33.49043,2.040907,14,27.9831,14.41062,0.3663564,19.42459,0,51.37255,194,27.16769,1872,42.8,23.92157,0.645,0.645,,3.0713,-0.8702264,-0.4797876,78.50983,68.66174
1137.666,68.35083,33.38308,2.047469,14,28.07308,14.42299,0.366748,19.43828,0,52.15686,194,27.16769,1861,42.8,23.13725,0.78,0.645,,3.081176,-0.8702264,-0.4797876,79.22782,68.49169
1138.67,68.35083,32.48506,2.10407,14.1,28.84914,14.45463,0.3676749,19.46462,0,67.05882,194,28.05359,1851,42.8,24.70588,0.075,0.665,,3.166353,-0.4351132,-2.64E-15,81.85787,68.70594
1139.672,68.97221,34.82583,1.98049,14.1,27.15472,14.47219,0.3681796,19.47862,0,76.07843,194,26.57709,1945,42.8,26.27451,0.665,0.665,,2.980381,-1.160302,0.4971755,73.32629,69.06358
1140.672,68.97221,32.77853,2.104189,14.1,28.85077,14.48528,0.3685982,19.49158,0,80.78432,194,26.87239,1897,42.8,25.88235,0.645,0.665,,3.166531,-1.015264,0.4971755,79.87743,69.5564
1141.668,69.59357,34.67274,2.007156,14.1,27.52033,14.50077,0.3690254,19.50387,0,68.23529,194,26.28179,1901,42.8,22.7451,0.075,0.645,,3.020509,-1.30534,0.5687863,76.03362,69.93173
1142.667,69.59357,39.47923,1.762789,14,24.1698,14.51522,0.3694037,19.51928,0,50.58823,194,23.03348,1902,42.8,20.78431,0.705,0.645,,2.65277,-2.900755,0.5687863,66.7416,69.98455
1143.672,70.21494,35.91861,1.954835,14.1,26.80296,14.54854,0.3703786,19.54833,0,60.78431,194,25.39589,1978,42.8,21.96078,0.055,0.645,,2.941773,-1.740453,0.6802762,71.16894,70.13358
1144.672,70.21494,39.28855,1.787161,14.1,24.50396,14.56613,0.3708083,19.55886,0,34.11765,194,22.44288,1912,42.8,17.2549,0.175,0.645,,2.689445,-3.19083,0.6802762,67.31044,69.92366
1145.673,69.59357,36.01958,1.932104,14.1,26.49129,14.57853,0.371153,19.57566,0,40.78431,192.2,25.10059,1934,42.8,20,0.605,0.645,,2.907566,-1.885491,-0.7103468,71.94171,69.89973
1146.667,69.59357,35.60984,1.954335,14.1,26.79611,14.60104,0.371804,19.59006,0,39.60784,192.2,25.10059,1886,42.8,19.60784,0.505,0.645,,2.941021,-1.885491,-0.7103468,74.62153,69.85332
1147.674,69.59357,36.45815,1.908862,14.1,26.17262,14.63156,0.3726578,19.6157,0,38.82353,192.2,25.10059,1888,42.8,18.43137,0.605,0.645,,2.87259,-1.885491,-2.55E-15,72.80804,69.61246
1148.667,69.59357,36.91171,1.885406,14.1,25.85102,14.64416,0.3729843,19.62934,0,41.17647,192.2,24.80528,1882,42.8,20.39216,0.075,0.645,,2.837292,-2.030528,-2.55E-15,72.14265,69.37698
1149.67,69.59357,35.75251,1.946537,14.1,26.68918,14.66317,0.3734943,19.64338,0,41.17647,192.2,25.69119,1877,42.8,20,0.25,0.645,,2.929285,-1.595415,-2.55E-15,74.68012,69.27334
1150.667,68.97221,57.08698,1.208195,14.1,16.5657,14.68957,0.3741231,19.66552,0,16.86275,192.2,15.94625,1851,42.8,12.15686,0.25,0.685,,1.818177,-6.38166,-0.668299,47.00428,69.18166
1151.676,68.35083,129.4203,0.5281307,14.4,7.241258,14.70175,0.3742191,19.67818,0,14.11765,192.2,7.087224,1840,42.8,12.15686,0,0.015,,0.7947682,-10.73279,-0.7098967,20.66951,68.32263
1152.672,67.10809,153.3922,0.4374934,14.4,5.998521,14.71815,0.3743229,19.69334,0,14.11765,192.2,5.90602,1810,42.8,12.15686,0,0,,0.6583709,-11.31294,-1.746303,17.40603,67.00573
1153.67,66.48672,154.4908,0.4303604,14.4,5.900719,14.73268,0.3744147,19.70599,0,14.11765,192.2,5.90602,1792,42.8,12.15686,0,0,,0.6476366,-11.31294,-1.615299,17.29422,66.04276
1154.672,65.86535,154.5843,0.4260805,14.4,5.842038,14.74729,0.3745064,19.72037,0,14.5098,192.2,5.90602,1771,42.8,12.94118,0.8,0,,0.641196,-11.31294,-1.14967,17.32526,65.25372
1155.67,65.24397,119.1859,0.5474136,14.1,7.505649,14.76175,0.3746259,19.73579,0,20.78431,192.2,7.677826,1773,44.6,13.72549,0.9,0.055,,0.8237866,-10.44272,-1.141704,22.2338,64.64335
1156.675,64.00124,45.63008,1.40261,14.1,19.23135,14.79433,0.3752231,19.76205,0,38.43137,192.2,19.48987,1750,44.6,16.07843,0.86,0.88,,2.110747,-4.641208,-1.037741,57.71727,64.43012
1157.67,64.00124,67.11533,0.9536008,14.1,13.07493,14.80739,0.3754157,19.77433,0,18.43137,192.2,13.58385,1729,44.6,11.37255,0.745,0.88,,1.435045,-7.541962,-0.6172528,39.71717,63.85986
1158.669,63.37986,128.9361,0.4915605,14,6.73984,14.8202,0.3755196,19.79084,0,24.70588,192.2,7.087224,1730,44.6,18.03922,0.075,0.82,,0.7397348,-10.73279,-0.6262532,20.4615,63.15076
1159.663,63.37986,40.69311,1.557508,14,21.35517,14.83975,0.375981,19.80428,0,52.94118,192.2,22.44288,1818,44.6,18.43137,0.135,0.78,,2.343848,-3.19083,-0.6262532,61.69404,62.99549
1160.669,63.37986,44.98647,1.408865,14.1,19.31711,14.86591,0.3765122,19.8289,0,47.05882,192.2,20.08047,1722,44.6,18.82353,0.115,0.76,,2.120159,-4.351132,-0.1196152,58.91732,62.98734
1161.67,62.75849,37.51931,1.672699,14,22.93456,14.87745,0.3768236,19.84852,0,46.27451,188.6,24.21468,1712,44.6,21.56863,0.76,0.745,,2.517195,-2.320604,-0.1315393,70.35916,63.01783
1162.666,63.37986,33.96949,1.865788,14,25.58203,14.90084,0.3775527,19.86326,0,58.43137,188.6,27.16769,1716,44.6,30.19608,0.035,0.745,,2.807769,-0.8702264,-0.3451643,78.29819,62.99687
1163.67,63.37986,33.52589,1.890475,14,25.92051,14.91351,0.3778856,19.87652,0,75.68627,188.6,27.46299,1767,44.6,25.4902,0.745,0.745,,2.84492,-0.7251887,0.3430011,77.0444,63.55313
1164.667,64.00124,33.97337,1.883865,14,25.82988,14.92821,0.3783293,19.88911,0,80.78432,188.6,26.57709,1743,44.6,25.4902,0.155,0.745,,2.834973,-1.160302,0.551293,77.83216,64.31181
1165.671,64.6226,34.77554,1.858278,14.1,25.47905,14.94115,0.3786885,19.90314,0,85.09804,188.6,26.57709,1746,42.8,25.88235,0.115,0.745,,2.796467,-1.160302,1.183344,76.6431,64.97039
1166.671,65.24397,35.3738,1.844415,14.1,25.28898,14.97114,0.3795656,19.92938,0,72.94118,188.6,25.98649,1779,42.8,24.31373,0.215,0.745,,2.775606,-1.450377,0.6666054,74.66026,65.53995
1167.67,65.86535,36.21253,1.818855,14.1,24.93852,14.9852,0.3799195,19.94027,0,56.07843,188.6,25.39589,1779,42.8,20.39216,0.645,0.745,,2.737141,-1.740453,1.259783,73.6256,65.9295
1168.671,65.86535,43.25386,1.522762,14.1,20.87877,14.99688,0.3802059,19.95391,0,40.78431,188.6,21.26167,1774,42.8,17.2549,0.78,0.725,,2.29156,-3.770981,0.5931771,61.81377,65.85035
1169.673,65.86535,43.98669,1.497393,14.1,20.53091,15.01516,0.3806193,19.96894,0,57.2549,188.6,20.96637,1877,42.8,18.82353,0.82,0.725,,2.253382,-3.916019,-2.46E-15,57.44842,66.19256
1170.671,65.24397,41.7195,1.563872,14.1,21.44243,15.04504,0.3812678,19.99487,0,45.09804,188.6,21.55697,1788,42.8,20,0.605,0.725,,2.353426,-3.625943,-0.4923343,62.9855,65.9892
1171.671,65.24397,33.72934,1.934339,14.1,26.52194,15.05595,0.3816094,20.00817,0,49.80392,188.6,26.87239,1788,42.8,22.7451,0.095,0.725,,2.91093,-1.015264,-0.4923343,77.90616,66.0201
1172.666,65.86535,33.3183,1.976852,14.1,27.10484,15.07354,0.3821407,20.0243,0,52.54902,188.6,27.46299,1782,42.8,23.13725,0.095,0.725,,2.974906,-0.7251887,0.4740113,79.88646,66.03128
1173.671,65.86535,33.07484,1.991403,14.1,27.30435,15.08942,0.3826252,20.04154,0,54.11765,188.6,27.75829,1789,42.8,15.29412,0.76,0.725,,2.996804,-0.580151,0.4740113,80.15961,66.00616
1174.673,65.24397,63.90946,1.020881,14.1,13.99742,15.10813,0.3829069,20.05452,0,20,188.6,14.17445,1786,42.8,12.15686,0.585,0.745,,1.536294,-7.251887,-0.4413878,41.16238,65.25455
1175.671,65.24397,128.0336,0.5095847,14.1,6.986973,15.12194,0.383017,20.06959,0,30.19608,188.6,7.087224,1769,44.6,19.60784,0.625,0.725,,0.7668589,-10.73279,-0.4413878,20.74413,65.07676
1176.67,65.24397,32.91909,1.98195,14.1,27.17473,15.15469,0.3840287,20.09837,0,71.37255,188.6,26.57709,1787,44.6,24.70588,0.115,0.685,,2.982577,-1.160302,0.1610462,79.86836,65.46046
1177.665,65.86535,34.57158,1.905188,14.1,26.12224,15.16935,0.3844246,20.11135,0,70.19608,188.6,26.57709,1793,44.6,24.70588,0.175,0.685,,2.86706,-1.160302,1.16339,76.5181,65.94359
1178.67,65.86535,34.84304,1.890345,14.1,25.91873,15.18441,0.3848596,20.12819,0,69.80392,194,26.28179,1800,42.8,24.70588,0.215,0.685,,2.844724,-1.30534,0.5687149,75.62671,66.34568
1179.669,66.48672,34.52202,1.925922,14.1,26.40653,15.20424,0.3854334,20.14326,0,74.11765,194,26.57709,1812,42.8,25.09804,0.665,0.685,,2.898263,-1.160302,0.4244999,76.53979,66.9734
1180.672,67.10809,34.6139,1.938762,14.1,26.58257,15.21903,0.3858793,20.15694,0,72.54902,194,26.57709,1826,42.8,25.09804,0.135,0.685,,2.917585,-1.160302,0.9986131,76.4593,67.34483
1181.67,67.10809,34.73445,1.932033,14.1,26.49031,15.23451,0.3863245,20.16889,0,69.01961,194,26.28179,1830,42.8,23.92157,0.76,0.685,,2.907459,-1.30534,0.5741131,76.0274,67.56386
1182.669,67.10809,55.44588,1.210335,14.1,16.59504,15.26629,0.3869941,20.19839,0,27.45098,194,16.53686,1905,42.8,11.76471,0.86,0.685,,1.821397,-6.091585,0.1229132,45.75277,67.11777
1183.669,66.48672,117.4292,0.5661854,14,7.763031,15.28062,0.3871138,20.21166,0,16.07843,194,7.382525,1808,42.8,12.94118,0.705,0.685,,0.8520357,-10.58776,-1.069319,22.55106,66.65392
1184.669,66.48672,128.8848,0.5158618,14,7.073039,15.2959,0.3872354,20.22401,0,17.2549,194,7.087224,1792,42.8,13.33333,0.055,0.685,,0.7763051,-10.73279,-0.5871091,20.73013,65.94965
1185.668,65.86535,128.8202,0.5112966,14.1,7.010445,15.30924,0.3873326,20.2394,0,17.64706,194,7.087224,1782,42.8,13.33333,0.525,0.685,,0.7694352,-10.73279,-0.6253347,20.66198,65.38122
1186.669,65.24397,114.0631,0.5719988,14.1,7.84274,15.32883,0.3875097,20.25583,0,18.82353,194,7.973127,1795,42.8,13.33333,0.115,0.685,,0.8607841,-10.29768,-1.046691,22.94761,64.93004
1187.674,64.6226,36.66918,1.762314,14.1,24.16328,15.35839,0.3880399,20.28146,0,42.35294,194,24.50998,1762,42.8,19.60784,0.685,0.665,,2.652054,-2.175566,-0.5209458,72.02513,64.64059
1188.67,64.6226,35.45974,1.822422,14.1,24.98742,15.3717,0.3884151,20.29611,0,42.35294,194,25.69119,1747,44.6,19.60784,0.055,0.665,,2.742508,-1.595415,-2.55E-15,75.12122,64.62579
1189.674,64.6226,33.57669,1.924627,14.1,26.38877,15.38916,0.3889534,20.30985,0,55.29412,194,27.46299,1756,44.6,23.92157,0.055,0.685,,2.896314,-0.7251887,-2.55E-15,78.92757,64.7832
1190.671,64.6226,33.7677,1.913741,14.1,26.23951,15.40177,0.3893463,20.32286,0,59.60784,194,27.16769,1762,44.6,23.52941,0.665,0.685,,2.879931,-0.8702264,-2.55E-15,78.21388,65.07743
1191.668,65.24397,34.73132,1.878534,14.1,25.75679,15.41631,0.3897278,20.33553,0,66.27451,194,26.57709,1774,44.6,23.52941,0.055,0.705,,2.826951,-1.160302,0.5679026,76.25568,65.4152
1192.67,65.24397,35.2804,1.849298,14.1,25.35594,15.42983,0.3901409,20.35307,0,66.27451,194,25.98649,1764,44.6,23.52941,0.055,0.705,,2.782954,-1.450377,0.5679026,75.49447,65.80866
1193.67,65.86535,35.19971,1.87119,14.1,25.65609,15.46584,0.3911485,20.38107,0,69.41177,194,25.98649,1792,44.6,24.31373,0.115,0.705,,2.815898,-1.450377,0.3921455,75.19458,66.18755
1194.666,66.48672,35.59127,1.868062,14.1,25.61321,15.48059,0.3915631,20.39333,0,90.98039,194,25.98649,1823,44.6,23.92157,0.215,0.705,,2.811192,-1.450377,0.5704536,73.79237,66.59251
1195.67,66.48672,34.98605,1.900378,14,26.0563,15.49354,0.391933,20.41088,0,69.80392,192.2,25.98649,1832,42.8,24.31373,0.095,0.705,,2.859823,-1.450377,0.5704536,74.70012,66.9875
1196.687,67.10809,35.01411,1.916602,14,26.27874,15.51551,0.3925427,20.42387,0,74.5098,192.2,25.98649,1834,42.8,24.70588,0.37,0.705,,2.884237,-1.450377,0.3866127,75.25567,67.54506
1197.684,67.72946,34.80825,1.945788,14.1,26.67891,15.54185,0.3933093,20.44638,0,76.86275,192.2,26.28179,1847,42.8,25.09804,0.545,0.705,,2.928158,-1.30534,0.6621034,75.86391,68.2026
1198.775,68.35083,34.97544,1.954252,14.1,26.79497,15.5539,0.3936545,20.4614,0,75.68627,192.2,26.28179,1863,42.8,25.09804,0.135,0.705,,2.940896,-1.30534,0.7178627,75.53956,68.88525
1199.667,68.97221,34.99029,1.971181,14.1,27.02708,15.57297,0.3942065,20.47656,0,76.07843,192.2,26.28179,1874,42.8,25.09804,0.195,0.705,,2.966372,-1.30534,1.17564,75.7467,69.19572
1200.673,68.97221,34.7849,1.98282,14,27.18666,15.58832,0.3946269,20.4893,0,75.29412,192.2,26.28179,1880,42.8,24.70588,0.095,0.705,,2.983887,-1.30534,0.4577778,75.95077,69.62047
1201.673,69.59357,35.38383,1.966818,14,26.96726,15.60285,0.3950575,20.50125,0,72.15686,192.2,25.98649,1890,42.8,24.31373,0.215,0.705,,2.959806,-1.450377,0.6063051,74.93922,70.08212
1202.67,70.21494,37.78932,1.858063,14.1,25.47611,15.63878,0.3960356,20.53191,0,52.15686,192.2,24.21468,1910,42.8,21.17647,0.8,0.705,,2.796144,-2.320604,0.4353895,70.05414,70.25569
1203.673,70.21494,38.17574,1.839256,14.1,25.21824,15.65247,0.396398,20.54455,0,46.27451,192.2,23.91938,1917,42.8,19.21569,0.175,0.705,,2.767841,-2.465641,0.4353895,69.09183,70.07125
1204.669,70.21494,45.30799,1.549725,14.1,21.24846,15.6671,0.3967156,20.5568,0,48.23529,192.2,20.08047,2024,42.8,19.60784,0.055,0.705,,2.332136,-4.351132,-2.64E-15,55.13799,70.20106
1205.669,70.21494,38.39563,1.828722,14.1,25.07382,15.68169,0.3970905,20.57084,0,50.58823,192.2,22.44288,1982,42.8,23.92157,0.075,0.705,,2.75199,-3.19083,-2.64E-15,66.44325,70.39087
1206.671,70.21494,32.39025,2.16778,14.1,29.72267,15.70032,0.3976501,20.58487,0,50.98039,192.2,27.16769,1913,42.8,23.92157,0.705,0.685,,3.262228,-0.8702264,-2.64E-15,81.60315,70.40408
1207.671,70.21494,32.84453,2.137797,14.1,29.31157,15.71505,0.3981851,20.60798,0,58.82353,192.2,27.75829,1916,42.8,23.52941,0.135,0.685,,3.217108,-0.580151,-2.64E-15,80.3485,70.73812
1208.674,70.21494,34.25057,2.050037,14.1,28.10829,15.74336,0.3989749,20.62132,0,56.47059,192.2,26.57709,1916,42.8,22.7451,0.095,0.685,,3.08504,-1.160302,-2.64E-15,77.05005,70.74992
1209.665,70.21494,35.029,2.004481,14.1,27.48366,15.75775,0.3993547,20.63571,0,49.41177,192.2,25.98649,1916,42.8,23.52941,0.705,0.685,,3.016484,-1.450377,-2.64E-15,75.33783,70.5295
1210.664,70.83632,33.13519,2.137797,14,29.31157,15.79105,0.4003702,20.66167,0,56.47059,192.2,27.75829,1918,42.8,24.70588,0.27,0.685,,3.217108,-0.580151,0.4708711,80.26471,70.73325
1211.669,70.83632,34.13833,2.074979,14,28.45027,15.80535,0.4007528,20.67329,0,53.72549,192.2,26.87239,1922,42.8,23.13725,0.075,0.685,,3.122574,-1.015264,-2.64E-15,77.74403,70.91598
1212.664,70.83632,34.83284,2.033607,14,27.88301,15.81824,0.401157,20.69151,0,46.27451,194,26.28179,1923,42.8,20.39216,0.055,0.685,,3.060315,-1.30534,-2.64E-15,76.15432,70.86556
1213.67,70.83632,35.61506,1.988943,14,27.27061,15.84233,0.4018008,20.70556,0,40.78431,194,25.69119,1918,42.8,19.60784,0.31,0.685,,2.993101,-1.595415,-2.64E-15,74.67588,70.67071
